run,year,n,marrs,births,randDs,cullDs,GenetDes,GeneaDes,YDes,MtDes,nCents,nAlleles,nBlocks,TotFitness,nMuts,PercSeedGenoRet,AvSeedGenoCov,AvHet,HomMin,HomMaj,numSegSites,allelesLost,allelesFixed,avMinorFreq,freqVariance,TajimaPi,WattersonsTheta,Fis,Ne,numSegSitesSFS,singletons,doubletons,TajimasD,FuLiD,FayWuH,sfsMean,sfsVar,sfsSkew,sfsExtremes
1,9000,10000,17165,39994,0,9408,10000,10000,5022,10000,0,30298558,14137306,0,0,100.0,0.0,%!f(int=14576294),%!f(int=7861132),%!f(int=8282574),3046,0,0,0.4185,0.010263,0.4795,0.0954,0.0019,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4974,0.0103,0.0384,0.0000
1,9100,10000,17153,40232,0,9246,10000,10000,4902,10000,0,30297535,14163779,0,0,100.0,0.0,%!f(int=14575445),%!f(int=7861045),%!f(int=8283510),3046,0,0,0.4183,0.010339,0.4793,0.0954,0.0017,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4973,0.0104,0.0321,0.0000
1,9200,10000,17170,39850,0,9105,10000,10000,4998,10000,0,30302565,14187611,0,0,100.0,0.0,%!f(int=14576501),%!f(int=7863032),%!f(int=8280467),3046,0,0,0.4180,0.010428,0.4791,0.0954,0.0012,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4974,0.0104,0.0428,0.0000
1,9300,10000,17009,40106,0,9123,10000,10000,5026,10000,0,30299954,14206191,0,0,100.0,0.0,%!f(int=14569184),%!f(int=7865385),%!f(int=8285431),3046,0,0,0.4179,0.010433,0.4791,0.0954,0.0017,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4974,0.0104,0.0266,0.0000
1,9400,10000,16990,39831,0,9143,10000,10000,5091,10000,0,30304304,14228743,0,0,100.0,0.0,%!f(int=14567916),%!f(int=7868194),%!f(int=8283890),3046,0,0,0.4178,0.010460,0.4791,0.0954,0.0017,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4974,0.0105,0.0175,0.0000
1,9500,10000,17013,40049,0,9249,10000,10000,5011,10000,0,30301087,14255427,0,0,100.0,0.0,%!f(int=14567647),%!f(int=7866720),%!f(int=8285633),3046,0,0,0.4176,0.010507,0.4790,0.0954,0.0015,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4975,0.0105,0.0178,0.0000
1,9600,10000,17151,40081,0,9327,10000,10000,4975,10000,0,30301243,14276958,0,0,100.0,0.0,%!f(int=14557199),%!f(int=7872022),%!f(int=8290779),3046,0,0,0.4176,0.010551,0.4789,0.0954,0.0020,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4973,0.0106,0.0206,0.0000
1,9700,10000,17123,39826,0,9355,10000,10000,5033,10000,0,30295333,14292709,0,0,100.0,0.0,%!f(int=14558383),%!f(int=7868475),%!f(int=8293142),3046,0,0,0.4171,0.010622,0.4787,0.0954,0.0017,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4973,0.0106,0.0113,0.0000
1,9800,10000,17000,39944,0,9410,10000,10000,4915,10000,0,30300710,14314063,0,0,100.0,0.0,%!f(int=14552904),%!f(int=7873903),%!f(int=8293193),3046,0,0,0.4169,0.010683,0.4786,0.0954,0.0018,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4973,0.0107,0.0083,0.0000
1,9900,10000,17095,39714,0,9145,10000,10000,4948,10000,0,30296317,14332369,0,0,100.0,0.0,%!f(int=14544221),%!f(int=7876048),%!f(int=8299731),3046,0,0,0.4166,0.010743,0.4785,0.0954,0.0021,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4974,0.0108,0.0100,0.0000
1,10000,10000,16912,39328,0,8666,10000,10000,4985,10000,0,30285946,14350513,0,0,100.0,0.0,%!f(int=14537972),%!f(int=7873987),%!f(int=8308041),3046,0,0,0.4161,0.010841,0.4783,0.0954,0.0021,0.00,3046,0,0,0.0035,-0.4821,0.0000,0.4972,0.0108,0.0012,0.0000
